id,budget,cengci,original_language,popularity,production_countries,runtime,spoken_languages,status,cast,crew,revenue,Adventure,Horror,Comedy,Fantasy,Thriller,Drama,Action,Crime,SVD_production_companies_name_0,SVD_production_companies_name_1,SVD_production_companies_name_2,SVD_production_companies_name_3,SVD_production_companies_name_4,SVD_production_companies_num_0,SVD_production_companies_num_1,SVD_production_companies_num_2,SVD_production_companies_num_3,SVD_production_companies_num_4,SVD_Keywords_num_0,SVD_Keywords_num_1,SVD_Keywords_num_2,SVD_Keywords_num_3,SVD_Keywords_num_4,SVD_Keywords_name_0,SVD_Keywords_name_1,SVD_Keywords_name_2,SVD_Keywords_name_3,SVD_Keywords_name_4,SVD_overview_0,SVD_overview_1,SVD_overview_2,SVD_overview_3,SVD_overview_4,SVD_tagline_0,SVD_tagline_1,SVD_tagline_2,SVD_tagline_3,SVD_tagline_4,SVD_title_0,SVD_title_1,SVD_title_2,SVD_title_3,SVD_title_4
15,500000,-99,en,8.212399,1,110,2,Released,15,9,3000000,0,0,0,0,0,1,0,1,2.04E-19,0.04740541,0.038295789,0.016831923,0.019062165,4.01E-41,1.89E-37,2.09E-36,-3.32E-35,-8.77E-34,-1.08E-19,0.006259084,0.000288439,0.002543506,0.004447828,-1.49E-17,0.029074708,0.02564305,-0.062712304,-0.066523997,0.151879646,-0.03963404,-0.034206564,-0.009781748,0.005001091,4.92E-21,0.27993438,0.264246033,-0.128357702,-0.085302582,0.003505704,-0.003903082,-0.000754392,-0.001888778,-0.001767945
16,5000000,-99,en,1.155075,1,97,2,Released,18,17,2970,0,0,0,0,0,0,0,0,2.65E-19,0.162763315,-0.061937279,-0.008648307,-0.000618043,1.14E-35,1.71E-31,-4.51E-30,-5.61E-28,4.04E-28,-3.46E-20,0.002001736,0.000183143,0.010582457,-0.00187967,-5.66E-18,0.011021501,0.009011775,-0.028629774,-0.018003831,0.30128655,-0.072839935,-0.071462763,-0.065506295,-0.030886336,8.78E-22,0.049924091,0.02536578,0.0139375,0.099505432,0.008334798,-0.003046259,0.015555844,0.014770006,0.000330635
17,50000000,-99,en,9.092925,1,89,1,Released,98,81,160602194,0,0,0,0,1,0,1,0,6.47E-19,0.183593857,0.053283631,0.042947083,0.074135804,-7.57E-18,0.003687739,0.031661167,0.029674229,0.000103228,-2E-20,0.001172093,0.001540315,0.004293137,0.0000537,-7.98E-18,0.015532606,0.010723044,-0.033038704,-0.015341676,0.303751391,-0.088737645,-0.078928171,-0.0644311,-0.125977578,1.82E-21,0.103763521,0.106303319,0.002818564,0.109168343,0.190079987,-0.074966281,-0.016986474,-0.020362552,-0.01802784
18,15000000,1,en,14.421528,1,103,1,Released,10,59,108286421,0,0,0,0,1,1,0,0,1.73E-19,0.174134293,-0.111263947,-0.016132142,-0.090536767,9.95E-20,0.0000104,0.0000199,0.0000269,0.000211894,-4.65E-20,0.002709762,0.00188276,0.008941415,0.003211265,-6.77E-18,0.013258933,0.01489835,-0.037727462,-0.027340687,0.255364752,0.160848907,-0.054571152,0.002027442,-0.047770252,9.09E-22,0.051706056,0.005976048,-0.005670871,0.014317823,0.00012732,-0.000428331,0.000579784,0.00223419,0.002420005
19,21000000,-99,en,14.074906,1,117,2,Released,16,16,10011050,0,0,0,0,0,1,0,0,3.47E-19,0.170480242,0.023460775,0.014479231,0.037378177,2.89E-17,0.002730584,0.003583516,0.001239976,0.00217877,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.258984424,0.109270049,0.141140295,-0.066056559,0.01827576,-99,-99,-99,-99,-99,0.001789847,-0.001937884,0.014368796,0.000899621,-0.0000665
20,8500000,-99,en,6.03633,1,119,2,Released,15,17,19125401,0,0,0,0,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1.5E-19,0.008680313,0.003157902,0.013038636,0.005014562,-1.24E-17,0.024249839,0.022659823,-0.057262298,-0.051091597,0.148115493,-0.044408299,-0.050311636,0.114556512,0.024865447,-99,-99,-99,-99,-99,0.467088616,0.131320996,-0.029534334,-0.048808774,-0.037424457
21,40000000,-99,en,4.260945,4,104,2,Released,15,116,27053815,1,0,0,0,0,1,1,0,-9.96E-20,0.053185095,0.066328211,-0.010325107,0.013987129,1.53E-17,0.001181653,-0.0000904,-0.0000161,0.00000941,-1.16E-20,0.000686982,0.002201901,0.003242575,0.002193137,-1.79E-17,0.03519041,0.043031292,-0.109438903,-0.084705022,0.199030567,-0.054370865,0.001961449,-0.063841654,-0.015102579,2.41E-21,0.137167997,0.292047136,-0.089463256,-0.053899294,0.241456481,-0.090965206,-0.019801297,-0.02377106,-0.02065946
22,12716953,-99,cn,6.183021,2,113,3,Released,15,10,18814720,0,0,1,0,0,0,1,1,-1.94E-19,0.018301102,0.012110262,0.008057168,0.013059147,6.95E-20,0.0000239,0.000136954,0.000912049,0.0000432,-6.05E-20,0.003512044,0.001307389,0.01452185,0.022095432,-1.03E-17,0.020203643,0.021617215,-0.055836554,-0.035193481,0.142515522,-0.004542768,0.011381857,0.042425483,-0.030425152,3.7E-22,0.02104799,0.000585032,-0.002108202,0.017788725,0.005443385,-0.006071878,-0.002472378,-0.000520389,0.0020117
23,4200000,2,ru,7.42908,1,132,1,Released,24,15,38862717,0,1,0,1,0,0,0,0,-3.27E-20,0.007641703,0.008995427,-0.000296591,0.007728369,6.61E-19,0.0000509,-0.00000415,-0.000000833,0.00000118,-3.66E-20,0.002120286,0.0000387,0.007115325,0.000153779,-4.99E-18,0.009757818,0.009665868,-0.02923664,0.00221225,0.215335211,-0.046675556,-0.051822858,-0.077058001,-0.003054497,3.58E-21,0.20383445,-0.115490058,-0.067241249,-0.038092821,0.011956858,0.015684806,-0.005978678,0.007241422,-0.001870082
24,5500000,-99,hi,2.942711,1,123,1,Released,4,7,22159216,0,0,1,0,0,1,0,0,2.08E-19,0.125879991,0.008493996,0.004949146,0.032902135,2.54E-38,-1.64E-34,-1.06E-33,-2.45E-31,-7.37E-32,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.091144696,0.071210787,-0.020453692,0.068852684,0.040389181,1.09E-22,0.006215372,-0.005655168,-0.006386268,0.000519171,1.44E-34,-1.19E-26,-1.75E-23,-4.56E-22,6.12E-22
25,45000000,1,en,11.618472,2,86,1,Released,18,14,57881056,1,0,1,1,0,0,0,0,3.66E-19,0.164976149,0.330161026,-0.13256632,-0.015737162,-2.43E-18,0.001268633,0.010825658,0.002353386,0.272188386,-3.02E-19,0.017552632,0.012064552,0.28851365,-0.087418935,-1.74E-17,0.03399629,0.0284777,-0.084493644,-0.030058761,0.276557606,-0.073039588,-0.085370191,0.082138917,-0.041190568,3.39E-21,0.19257094,-0.137400684,-0.081368787,-0.053578032,0.19706821,-0.073105672,0.353817238,0.019737832,-0.001491608
26,5000000,-99,en,5.830675,1,99,2,Released,11,2,19905359,0,0,0,0,1,0,1,1,1.79E-20,0.227801591,-0.029027372,0.004522987,0.089087678,3.97E-15,0.30605099,-0.02346967,-0.003455436,-0.000735656,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.148367177,0.004029516,0.033484447,0.026353221,-0.002287138,2.78E-21,0.158106066,-0.002137243,-0.0158947,0.013741155,7.24E-35,-1.02E-26,5.23E-24,-3.96E-22,6.32E-22
27,9500000,5,en,10.359669,1,117,3,Released,16,11,111584787,1,0,0,0,1,0,1,0,3.8E-19,0.066305854,0.056296182,0.025041881,0.04673374,6.36E-18,0.000556565,0.000463622,0.032132398,-0.00031587,-6.17E-20,0.00360701,0.004503524,0.017896254,0.003716725,-1.64E-17,0.032139908,0.038819389,-0.105260698,-0.033394071,0.215320527,-0.094164973,-0.066298897,-0.092770135,0.005510559,3.83E-21,0.217819662,0.087013565,0.065365257,-0.071978019,0.008252612,-0.001351728,-0.002828813,0.050520311,0.048641283
28,0,-99,en,9.394353,1,84,1,Released,11,12,1117920,0,0,1,0,0,0,0,0,4.37E-19,0.200769241,-0.03155219,-0.014413658,0.023363599,3.34E-17,0.003087407,0.003623755,0.003681612,0.028173132,-1.72E-19,0.010046223,0.012937055,0.020444925,0.005143022,-3.13E-17,0.061285951,0.063702355,-0.12360883,-0.145232505,0.161122727,0.089271221,0.104659467,0.034629135,-0.038986673,1.62E-21,0.091997011,0.067850495,0.036038867,-0.008896178,0.008686406,0.002566663,0.021094697,-0.002150762,-0.004054831
29,31500000,1,en,13.5963,1,153,4,Released,36,49,89460381,0,0,0,0,0,1,0,0,3.97E-19,0.032424691,0.018788082,0.002833792,0.033904842,5.18E-17,0.004049215,0.000151081,0.020592567,-0.000206911,-9.04E-20,0.005232343,-0.000121834,0.011683415,0.002125946,-6.38E-18,0.012421027,0.009591891,-0.036509483,-0.018254179,0.169952379,-0.027711898,0.051245704,-0.020552661,-0.055908046,5.2E-21,0.295528524,-0.1380286,0.252649605,-0.169686472,0.001321849,-0.001298125,0.000212398,0.001418255,0.00212118
30,13000000,-99,en,15.295949,2,125,1,Released,20,29,2636637,0,0,0,0,0,1,0,0,1.63E-19,0.119644357,0.130452077,-0.003532952,0.043881986,1.17E-17,0.00090568,-0.0000556,0.0000134,0.000000283,-1.9E-20,0.00113111,0.003511831,0.002921195,0.00299384,-6.21E-18,0.012219657,0.018010688,-0.0327581,-0.025258706,0.159886875,-0.050876047,-0.039136745,-0.080550713,-0.005793095,-99,-99,-99,-99,-99,0.001900609,0.002140078,0.015641108,0.028770882,0.014285245
31,85000000,4,en,10.175503,1,108,2,Released,21,151,78382433,0,0,0,0,1,1,1,0,1.06E-18,0.125088749,0.154607427,0.289653394,-0.012754495,-2.25E-16,0.020144025,0.279003688,-0.004554982,-0.009811185,-4.98E-20,0.002897097,0.001573834,0.025367426,0.001657192,-8.81E-18,0.017261377,0.020716213,-0.059810781,-0.050121297,0.167818103,-0.035430729,0.047673492,-0.03716543,0.009639752,2.74E-21,0.155827591,0.394240635,-0.166297684,-0.253230661,0.0000672,-0.000201306,-0.000280807,0.002123213,0.000240156
32,1089360,-99,ro,0.663231,1,115,1,Released,15,2,48298,0,0,0,0,0,1,0,0,-6.86E-20,0.040667944,0.096171798,-0.043560925,-0.006770167,4.14E-41,-1.74E-37,2.11E-36,-8.4E-35,-1.26E-33,-3.04E-21,0.000177219,0.000137937,0.000655039,0.000158125,-8.91E-18,0.017427974,0.018454105,-0.040591529,-0.050910556,0.125915166,-0.029559354,-0.012512184,-0.035326527,-0.014259447,-99,-99,-99,-99,-99,0.000474621,-0.000281789,0.010250354,0.002935439,0.00127847
33,0,-99,en,11.485473,1,115,3,Released,44,78,101191884,0,0,0,0,1,0,1,0,1.57E-19,0.037458686,0.029254899,0.012943116,0.014982793,3.12E-40,1.05E-36,7.23E-36,1.05E-33,5.46E-34,-4.19E-20,0.002441094,0.002055843,0.022041501,-0.001732806,-6.49E-18,0.012679333,0.011955683,-0.037369385,-0.024927473,0.165419363,-0.028974387,0.119086608,-0.012973315,-0.007626873,4.05E-21,0.230516943,0.038412023,0.143874797,-0.033936993,0.25294378,-0.095289275,-0.020854781,-0.024560416,-0.021667816
34,35000000,1,en,7.321172,1,111,1,Released,38,37,173965010,0,0,1,0,0,0,0,1,1.54E-19,0.053734622,0.041973767,0.017105954,0.037155948,2.22E-21,0.00000299,0.000021,0.00000485,0.00025426,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.205400155,-0.017103292,0.078590358,-0.045429448,-0.045012208,5.23E-21,0.297493252,-0.109570182,-0.017547863,0.18465271,0.007382166,0.010564549,-0.003209274,-0.000740337,-0.001528443
35,2500000,-99,en,2.726061,1,99,2,Released,0,11,589244,0,0,0,0,0,1,0,0,1.64E-19,0.04052889,0.033561468,0.014175007,0.016750055,1.59E-19,0.0000132,0.00000611,0.00000909,0.00000107,-1.66E-17,0.960243331,-0.257038806,-0.056408004,0.010247978,-4.64E-16,0.886364256,-0.432604024,0.125280043,0.038422121,0.134820089,-0.040607044,-0.035386106,-0.022296217,-0.016583474,-99,-99,-99,-99,-99,-4.93E-34,2.16E-27,4.39E-23,1.3E-21,-2.13E-21
36,17000,1,en,7.759376,1,106,1,Released,7,4,101236,0,0,0,0,0,1,1,0,2.04E-19,0.04740541,0.038295789,0.016831923,0.019062165,2.75E-41,-1.77E-37,2.46E-37,-1.23E-34,-3.03E-35,-4.36E-18,0.251957349,-0.053670031,0.226279656,-0.069534027,-1.65E-16,0.315035325,-0.12786468,-0.008825232,0.001373314,0.13757709,-0.038680683,-0.065726057,0.108372831,0.070716943,1.32E-21,0.075131234,-0.006034631,0.000377104,0.01214358,3.41E-35,-7.82E-27,-4.14E-23,-6.39E-22,1.22E-21
37,0,-99,fr,2.404466,2,89,1,Released,9,14,126463,0,0,0,0,0,1,0,0,7.27E-20,0.035626288,0.024341328,0.009846231,0.028819181,1.83E-19,0.000120282,0.000785599,-0.00000725,0.000872221,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.216859729,0.168441296,-0.0826198,-0.033584546,-0.018853835,-99,-99,-99,-99,-99,-1.41E-34,-1.05E-26,-3.1E-23,1.46E-22,-7.61E-22
38,11000000,-99,en,10.841891,2,93,1,Released,24,15,7847000,0,0,1,0,0,1,0,0,-1.25E-20,0.042192388,0.069325445,-0.020272579,0.015821183,-1.56E-39,2.47E-35,4.55E-34,1.06E-31,1.01E-32,-1.24E-19,0.007281975,0.010862515,0.022986073,0.005540684,-3.55E-17,0.06952339,0.084194086,-0.171454928,-0.208987172,0.24383375,0.057094693,0.071092454,0.004758792,-0.037082698,5.69E-22,0.03235437,0.009553572,0.009062438,0.039228831,0.00305599,-0.003876621,-0.001561312,0.010897112,0.007449268
39,12500000,-99,en,9.543004,1,100,1,Released,12,5,49002684,0,0,1,0,0,0,0,0,1.07E-19,0.065852879,0.043941875,0.0128549,0.038818419,-1.09E-36,2.14E-35,3.15E-32,5.42E-30,-6.43E-30,-9.23E-19,0.053716996,0.037549995,0.870898843,-0.272001378,-2.8E-17,0.054552957,0.040147621,-0.105495388,0.010401651,0.26011058,-0.097174951,-0.109420808,0.018652814,0.007666545,2.28E-21,0.129401898,0.168899023,0.050868158,0.194526801,0.046107516,-0.013134073,-0.004993079,0.031471893,0.049362543
40,0,1,en,5.993691,1,101,1,Released,16,24,5741608,0,0,1,0,0,1,0,0,1.81E-19,0.107728126,0.078478707,0.021205049,0.058832231,4.76E-18,0.000372006,0.00000891,0.000126137,0.000105332,-3.36E-19,0.019636005,0.019861273,0.026966663,0.012900945,-3.42E-17,0.066966878,0.079126108,-0.173401007,0.004527243,0.1611647,-0.035090933,-0.053104749,-0.028182282,0.061294343,2.28E-21,0.12983106,0.014714296,0.012608747,0.100110119,0.119288155,0.32801764,0.033163156,0.044628064,0.087579784
41,20000000,-99,en,6.679168,1,92,2,Released,10,57,22165608,1,0,0,0,1,1,1,0,2.71E-20,0.168390356,0.448303238,-0.236877604,-0.06871924,-5.88E-19,0.001565099,0.011970398,0.002984061,0.362826715,-1.53E-20,0.000904941,0.002513505,0.005951913,0.004284956,-1.16E-17,0.022920341,0.038905339,-0.093838742,-0.009559101,0.179928009,0.006606618,-0.087366412,-0.064168544,0.000592092,3.11E-21,0.177133499,-0.067540351,0.127769899,-0.066733308,0.253033619,-0.095489114,-0.020752382,-0.024896684,-0.021844737
42,20000000,-99,en,12.553403,1,84,2,Released,10,34,16605763,0,0,0,0,1,1,1,0,2.84E-19,0.202516734,0.455973187,-0.194510848,-0.053562008,-1.25E-17,0.00232871,0.024490444,0.002838504,0.391544545,-1.66E-17,0.960243331,-0.257038806,-0.056408004,0.010247978,-4.64E-16,0.886364256,-0.432604024,0.125280043,0.038422121,0.129690601,-0.013321432,0.06535419,0.035146744,0.075432937,8.55E-22,0.048646625,0.028751178,0.063161954,0.012734267,3.18E-36,-1.63E-27,4.05E-23,2.54E-22,-5.03E-23
43,37000000,1,en,13.081203,1,125,1,Released,48,38,154026136,0,0,0,0,1,1,0,1,1.31E-18,0.274013952,0.065413181,0.325229376,-0.02817299,-1.85E-16,0.028769029,0.319274969,-0.008121268,-0.011137643,-1.27E-19,0.007436981,0.008395556,0.015167664,0.005346468,-3.01E-17,0.058934812,0.069246124,-0.18309638,0.08321536,0.312642742,-0.025924446,0.024404506,0.008200619,0.003734228,3.45E-21,0.195997994,-0.061335317,-0.057096346,0.0608277,0.265644106,-0.102823083,0.003904528,-0.024900216,-0.023353949
44,24000000,4,en,6.562982,1,89,1,Released,14,4,30551495,0,0,1,0,0,0,0,0,-4.09E-19,0.042994233,0.031002794,0.017380203,0.028240101,1.84E-19,0.000016,0.000013,0.0000472,0.000177446,-2.67E-20,0.001577802,0.003872289,0.006373788,-0.000976093,-9.52E-18,0.018708137,0.02615559,-0.045189072,-0.045944219,0.184748683,0.07939816,-0.082288414,-0.04620291,0.038132975,2.01E-21,0.114237222,0.211115514,-0.000257096,0.148053754,0.006201175,0.004754434,-0.001960191,0.015347138,0.038130414
45,0,-99,de,4.969851,1,114,1,Released,20,41,147315,0,0,0,0,0,1,0,0,1.35E-19,0.076006911,-0.024421775,-0.003883351,0.00123101,-1.12E-40,-1.4E-37,-2.32E-36,-1.08E-33,-9.99E-34,-2.79E-20,0.001654062,0.004597366,0.009748376,0.006501073,-3.73E-18,0.007303923,0.008891807,-0.019674126,-0.001671228,0.20969114,-0.085161463,-0.041749188,-0.087038648,-0.018124727,-99,-99,-99,-99,-99,0.001337099,0.002305164,-0.000868894,-0.000128164,0.000104463
46,0,-99,en,7.174869,1,106,1,Released,12,3,1296937,0,0,1,0,0,1,0,0,-3.56E-20,0.105931791,0.134011578,-0.019378405,0.040873982,3.25E-17,0.0025884,0.000441723,0.000139244,0.023009953,-1.12E-18,0.06645117,0.217853465,0.190950728,-0.072497362,-6.13E-17,0.121784259,0.252302696,0.03716419,-0.041765729,0.206589053,0.208189518,-0.063999978,-0.043989834,-0.058490966,9.3E-22,0.052877057,0.021957924,0.018357107,0.061042334,0.095379351,0.25554458,0.026734674,-0.010337916,-0.00819573
47,20000000,-99,en,14.27281,1,86,1,Released,19,22,78378744,0,0,1,0,0,0,0,0,1.31E-19,0.065666026,0.048459329,0.021256409,0.074683098,2.14E-18,0.000457939,0.002177231,0.005147752,0.0000861,-6.21E-19,0.036073202,0.016950081,0.453638138,-0.154958011,-2.15E-17,0.041697,0.025438164,-0.083847728,0.004582278,0.155994128,-0.02672133,-0.046157796,0.161233023,0.06801187,1.17E-21,0.066340203,-0.015727883,0.188847737,-0.084047639,0.02445575,-0.026817708,-0.014586459,-0.021564165,-0.019899788
